message_id,file_link,from_id,chat_id,date,file_name,mime_type,file_id,file_unique_id,file_size,Files
2193,,1789016259,1789016259,1724050980,g4 practical-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIIj2bC7iSY37pTzTBcgUrRR8y5ddGiAALdEQAC49QYVtdxPjv01wiLNQQ,AgAD3REAAuPUGFY,4060,/SEMESTER1 /Physics /2023
2201,,1789016259,1789016259,1724050994,file handling-checkpoint (2).py,text/x-python,BQACAgUAAxkBAAIIk2bC7jLjl0UMBSJcCPTBqyPcdn51AALeEQAC49QYVqUMnBv_F67oNQQ,AgAD3hEAAuPUGFY,3094,/SEMESTER1 /Physics /2023
2205,,1789016259,1789016259,1724050995,g4 practical-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIIlGbC7jJP0u0tzpnGnBBVWbXsn_wtAALfEQAC49QYVv2-mnfuL6_dNQQ,AgAD3xEAAuPUGFY,4060,/SEMESTER1 /Physics /2023
2207,,1789016259,1789016259,1724050995,PYTHON Q FROM SEC C-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIIlWbC7jPB5F0hCeUwUze_rpEFeKKYAALgEQAC49QYVlPi2yQnLuyuNQQ,AgAD4BEAAuPUGFY,18733,/SEMESTER1 /Physics /2023
2211,,1789016259,1789016259,1724050995,python sub all possible Q sol till midsem-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIIlmbC7jNealLa2_rBg_3d5Vk9Qq_tAALhEQAC49QYVv3A2OCQBttiNQQ,AgAD4REAAuPUGFY,16492,/SEMESTER1 /Physics /2023
2213,,1789016259,1789016259,1724050996,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIIl2bC7jSMnpUxYS04Gas8kGATYnsqAALiEQAC49QYVr6mlISxKtObNQQ,AgAD4hEAAuPUGFY,4644,/SEMESTER1 /Physics /2023
2431,,1789016259,1789016259,1724052617,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJVmbC9Il1Kk05-XKpfPk8gfWTtfZcAALpEQACT934Vemr3hgHv4gGNQQ,AgAD6REAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2435,,1789016259,1789016259,1724052617,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJV2bC9IlzDgcG_Z_7wal-29FyL20MAALqEQACT934VUZRKOiIVZIzNQQ,AgAD6hEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2437,,1789016259,1789016259,1724052617,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJWGbC9Il_YlKhk_TI_igMm7hdGkqUAALrEQACT934VcHCK14g-rp1NQQ,AgAD6xEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
2440,,1789016259,1789016259,1724052617,file handling-checkpoint.py,text/x-python,BQACAgUAAxkBAAIJWWbC9IkW0oibufNWIywYduz5EJ8CAAJADQAC7l74VRIhu0ydZkL4NQQ,AgADQA0AAu5e-FU,3094,/SEMESTER1 /Physics /2023
2444,,1789016259,1789016259,1724052617,Quesations for python-checkpoint.ipynb,application/octet-stream,BQACAgUAAxkBAAIJWmbC9In993NjG-XMNCRk3nm_urpcAAKdEQACT934VQ_yhEhBczwMNQQ,AgADnREAAk_d-FU,4644,/SEMESTER1 /Physics /2023
2447,,1789016259,1789016259,1724052617,1789016259.pdf,application/pdf,BQACAgUAAxkBAAIJW2bC9IlROmnWmg4zMAAB5bnoiFZVugAC7hEAAk_d-FUuZt5Zn491ejUE,AgAD7hEAAk_d-FU,1959,/SEMESTER1 /Physics /2023
